title,release_year,budget,revenue,runtime,mpaa_rating_numeric,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
Training Day,2001,45000000,104900000,122,4,6.9,8.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Atlantis: The Lost Empire,2001,120000000,186053725,95,2,7.3,4.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
A.I. Artificial Intelligence,2001,100000000,235926552,146,3,7.5,5.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A Knight's Tale,2001,65000000,117487473,132,3,7.1,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Thir13en Ghosts,2001,42000000,68467960,91,4,5.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
American Pie 2,2001,30000000,287553595,108,4,6.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rush Hour 2,2001,90000000,347325802,90,3,6.9,4.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The Piano Teacher,2001,3000000,6766708,131,4,7.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Royal Tenenbaums,2001,21000000,71441250,110,4,7.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Shaolin Soccer,2001,10000005,42776760,113,3,6.9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Spy Kids,2001,35000000,147934180,88,2,5.8,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Swordfish,2001,102000000,147080413,99,4,6.6,7.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Blow,2001,53000000,83300000,124,4,7.1,7.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Moulin Rouge!,2001,52500000,179213434,128,3,7.1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Behind Enemy Lines,2001,40000000,91753202,106,3,5.7,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Pledge,2001,35000000,29419291,123,4,7.2,7.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Session 9,2001,1500000,1612259,100,4,6.8,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Score,2001,68000000,113579918,124,4,6.9,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Osmosis Jones,2001,75000000,13596911,95,2,6.4,4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Zoolander,2001,28000000,60780981,89,4,6.4,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brotherhood of the Wolf,2001,29000000,70800000,143,4,6.7,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Pulse,2001,25000000,318451,119,4,6.5,3.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gosford Park,2001,19800000,87754044,137,4,6.8,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Along Came a Spider,2001,60000000,105200000,104,4,6.6,5.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dr. Dolittle 2,2001,70000000,176100000,87,2,5.2,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Baby Boy,2001,16000000,29381649,130,4,6.4,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Cats & Dogs,2001,60000000,93375151,87,2,3.8,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Final Fantasy: The Spirits Within,2001,137000000,85131830,106,3,6.4,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Kate & Leopold,2001,48000000,76019048,118,3,7.3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Jay and Silent Bob Strike Back,2001,22000000,33788161,104,4,6.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Driven,2001,94000000,54744738,116,3,5.8,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Save the Last Dance,2001,13000000,131706809,113,3,6.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
I Am Sam,2001,22000000,92542418,132,3,7.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Waking Life,2001,2000000,3176880,101,4,7.2,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Antitrust,2001,30000000,18200000,108,3,6.4,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Wedding Planner,2001,35000000,94700000,103,3,6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Mexican,2001,57000000,147845033,123,4,6.9,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Life As A House,2001,18000000,15667270,125,4,7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain Corelli's Mandolin,2001,57000000,62112895,131,4,6.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
The Last Castle,2001,72000000,27642707,131,4,6.9,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Bandits,2001,75000000,67631903,123,3,6.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Joe Dirt,2001,17700000,30987695,91,3,6,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Ali,2001,107000000,87700000,157,4,6.9,7.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Believer,2001,1500000,1309316,98,4,7.1,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Monster's Ball,2001,4000000,44900000,113,4,7.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Ghost World,2001,7000000,8800000,111,4,7.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Metropolis,2001,15000000,4000000,108,3,7.2,4.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
The Fast and the Furious,2001,38000000,207283925,106,3,6,5.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Domestic Disturbance,2001,75000000,54300000,89,3,5.6,4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Man Who Wasn't There,2001,20000000,18900000,116,4,7.7,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Tailor of Panama,2001,21000000,28000000,109,4,6.5,8.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crocodile Dundee in Los Angeles,2001,21150000,39438674,95,2,5.4,3.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
The Shipping News,2001,38000000,24690441,111,4,6.7,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
America's Sweethearts,2001,64400000,138191428,102,3,5.5,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Freddy Got Fingered,2001,14000000,14343028,87,4,4.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Majestic,2001,72000000,37317673,152,2,8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
In the Bedroom,2001,1700000,44800000,130,4,7.4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Angel Eyes,2001,53000000,29700000,102,4,5.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Lagaan: Once Upon a Time in India,2001,5200000,8100000,224,2,8.1,5.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Valentine,2001,10000000,16300000,96,4,5.2,3.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hannibal,2001,87000000,351692268,131,4,7.1,9.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Riding in Cars with Boys,2001,48000000,35700000,132,3,7.2,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
No Man's Land,2001,1012153,4858869,98,4,7.9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hearts in Atlantis,2001,31000000,24185781,101,3,6.9,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Human Nature,2001,6000000,1600000,96,4,6.9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hedwig and the Angry Inch,2001,6000000,3660081,95,4,7.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Brothers,2001,6000000,27900000,106,4,6.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Max Keeble's Big Move,2001,25000000,18634654,86,2,5.4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
The Deep End,2001,3000000,10031529,101,4,7,5.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Iris,2001,5500000,16153953,91,4,7.2,7.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Cat's Meow,2001,7000000,3646994,114,3,6.8,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
The Affair of the Necklace,2001,30000000,1198113,118,4,6.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Winged Migration,2001,35866397,20217080,89,1,7.9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monsoon Wedding,2001,1200000,30000000,114,4,6.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Tape,2001,100000,490475,87,4,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Town & Country,2001,90000000,10372291,104,4,4.6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Glitter,2001,22000000,5271666,104,3,2.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Pavilion of Women,2001,5000000,1000000,116,4,5.8,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Dark Blue World,2001,5000000,258771,112,4,7.1,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Jurassic Park III,2001,93000000,368780809,92,3,6.6,5.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Pianist,2002,35000000,120098945,150,4,7.1,6.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ice Age,2002,59000000,383257136,81,2,6.8,5.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
The Ring,2002,48000000,249348933,115,3,6.9,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spider-Man,2002,139000000,821708551,121,3,7,7.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Harry Potter and the Chamber of Secrets,2002,100000000,876688482,161,2,6.7,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
xXx,2002,70000000,277448382,124,3,6,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
The Lord of the Rings: The Two Towers,2002,79000000,926287400,179,3,7.8,13.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Spirit: Stallion of the Cimarron,2002,80000000,122563539,83,1,6.1,9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Lilo & Stitch,2002,80000000,273144151,85,2,7.6,4.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Unfaithful,2002,50000000,119137784,124,4,6.7,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Catch Me If You Can,2002,52000000,352114312,141,3,7.5,14.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Treasure Planet,2002,140000000,109578115,95,2,7.4,6.4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Secretary,2002,4000000,9300000,111,4,6.9,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
A Walk to Remember,2002,11800000,47494916,101,2,6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28 Days Later,2002,8000000,84661434,113,4,7.2,8.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Minority Report,2002,102000000,358372926,145,3,7.5,8.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
John Q,2002,36000000,102244770,116,3,6.8,6.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Men in Black II,2002,140000000,445100000,88,3,6.4,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
The Bourne Identity,2002,60000000,214034224,119,3,7.1,9.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
City of God,2002,3300000,30641770,129,4,7.5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Blade II,2002,54000000,155010032,117,4,6.9,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Star Wars: Episode II - Attack of the Clones,2002,120000000,649398328,142,2,7.3,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Insomnia,2002,46000000,113714830,118,4,8.2,6.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scooby-Doo,2002,84000000,275650703,86,2,5.2,3.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
8 Mile,2002,41000000,242875078,111,4,7.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Panic Room,2002,48000000,197100000,111,4,7.6,7.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Austin Powers in Goldmember,2002,63000000,296938801,94,3,6.7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Gangs of New York,2002,100000000,193800000,168,4,7.6,13.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Die Another Day,2002,142000000,431971116,133,3,6.6,5.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Frida,2002,12000000,56298474,123,4,6.6,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
We Were Soldiers,2002,75000000,114660784,138,4,6.7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Signs,2002,72000000,408200000,106,3,6.2,7.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stuart Little 2,2002,120000000,169956806,78,2,5.8,4.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Hero,2002,31000000,177394432,99,3,7.2,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Infernal Affairs,2002,6400000,8836958,100,4,8,6.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Two Weeks Notice,2002,60000000,199043242,101,3,6.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Sweet Home Alabama,2002,30000000,180622424,108,3,6.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Solaris,2002,47000000,30002758,99,3,6.8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Punch-Drunk Love,2002,25000000,24665649,96,4,7.4,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Windtalkers,2002,115000000,77600000,134,4,6.5,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Barbershop,2002,12000000,77063924,102,3,5.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lilya 4-ever,2002,2700000,1007747,109,4,7.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mr. Deeds,2002,50000000,171269565,96,3,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Star Trek: Nemesis,2002,60000000,67336470,116,3,6.4,4.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Scorpion King,2002,60000000,165333180,92,3,6.1,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Maid in Manhattan,2002,55000000,154906693,105,3,6.6,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Spy Kids 2: The Island of Lost Dreams,2002,38000000,119723358,100,2,5.8,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
My Big Fat Greek Wedding,2002,5000000,368744044,95,2,6.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Time Machine,2002,80000000,123700000,96,3,6,6.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Chicago,2002,45000000,306776732,113,3,6.7,6.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25th Hour,2002,5000000,23932055,135,4,7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Road to Perdition,2002,80000000,181001478,117,4,7.4,8.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ju-on: The Grudge,2002,3500000,3657876,92,4,6.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Tuxedo,2002,60000000,104400000,98,3,5.4,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bend It Like Beckham,2002,3500159,76578641,112,3,6.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Frailty,2002,11000000,17400000,100,4,7.2,6.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Rookie,2002,20000000,75597042,127,1,7.1,5.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Reign of Fire,2002,60000000,82150183,101,3,6.6,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Like Mike,2002,30000000,62300000,99,2,4.4,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Kung Pow: Enter the Fist,2002,10000000,17000000,81,3,6.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Big Fat Liar,2002,15000000,52970014,88,2,6.4,5.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Swept Away,2002,10000000,598645,89,4,7.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Sum of All Fears,2002,68000000,193921372,124,3,7,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
K-19: The Widowmaker,2002,100000000,65700000,138,3,7,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Santa Clause 2,2002,65000000,172842355,104,1,5.2,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
The Mothman Prophecies,2002,32000000,55305279,119,3,6.4,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
About a Boy,2002,27000000,129000000,101,3,6.3,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Rules of Attraction,2002,4000000,11832822,110,4,6.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Hours,2002,25000000,108846217,114,3,7.4,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Jackass: The Movie,2002,5000000,64282312,85,4,6.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
About Schmidt,2002,30000000,105834556,125,4,7.2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Adaptation.,2002,19000000,32800000,115,4,7.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Confessions of a Dangerous Mind,2002,30000000,33013805,113,4,6.6,8.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
I Spy,2002,70000000,51386477,97,3,5.9,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Sympathy for Mr. Vengeance,2002,4000000,1954937,129,4,7.4,6.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Crossroads,2002,12000000,61141030,93,3,4.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Halloween: Resurrection,2002,13000000,37700000,94,4,5.2,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Antwone Fisher,2002,12500000,23400000,120,3,7.3,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tuck Everlasting,2002,15000000,19158074,90,2,6.7,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Boat Trip,2002,20000000,8586376,94,4,4.9,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Sweetest Thing,2002,43000000,68696770,84,4,5.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
One Hour Photo,2002,12000000,52223306,96,4,7,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Undercover Brother,2002,25000000,41604473,86,3,6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The Good Girl,2002,8000000,16900000,93,4,6.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Quiet American,2002,30000000,27674124,101,4,6.6,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Bowling for Columbine,2002,4000000,35564473,120,4,7.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
40 Days and 40 Nights,2002,17000000,95146283,94,4,6.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Bubba Ho-tep,2002,1000000,1239541,92,4,6.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Narc,2002,6500000,12633747,105,4,6.8,4.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
White Oleander,2002,16000000,21657770,109,3,7.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8 Women,2002,8000000,42400000,111,4,6.8,4.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Crime of Padre Amaro,2002,1800000,5717044,118,4,6.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Hart's War,2002,70000000,32287044,125,4,7.2,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blue Crush,2002,25000000,51842679,104,3,5.7,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
The Importance of Being Earnest,2002,15000000,17300000,97,2,6.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Showtime,2002,85000000,77885672,95,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Femme Fatale,2002,35000000,16800000,114,4,6.7,5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Brown Sugar,2002,8000000,27362712,109,3,6.9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Magdalene Sisters,2002,5000000,21107578,119,4,7.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Real Women Have Curves,2002,3000000,7700000,86,3,6.9,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Rabbit-Proof Fence,2002,6000000,16200000,94,2,6.6,4.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Eye,2002,10706075,1766761,98,4,5.9,3.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Master of Disguise,2002,16000000,43400000,80,2,3.3,2.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
