title,release_year,budget,runtime,mpaa_rating_numeric,metascore,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
Beauty and the Beast,1991,25000000,84,1,95,7.3,5.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Addams Family,1991,30000000,100,3,57,6.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Naked Gun 2½: The Smell of Fear,1991,23000000,85,3,65,5.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Boyz n the Hood,1991,6500000,112,4,76,6.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
My Girl,1991,17000000,103,2,56,6.6,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Robin Hood: Prince of Thieves,1991,48000000,143,3,51,6.6,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Sleeping with the Enemy,1991,19000000,99,4,48,6.5,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Point Break,1991,24000000,122,4,60,7,5.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Silence of the Lambs,1991,19000000,119,4,86,7.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
JFK,1991,40000000,188,4,72,7,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Child's Play 3,1991,13000000,90,4,27,5.2,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cape Fear,1991,35000000,128,4,73,7.6,8.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Jack City,1991,8500000,97,4,61,6.6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Star Trek VI: The Undiscovered Country,1991,27000000,110,2,65,7.4,4.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Fried Green Tomatoes,1991,11000000,130,3,64,6.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
My Own Private Idaho,1991,2500000,104,4,77,6.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Backdraft,1991,75000000,137,4,39,7,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Paris Is Burning,1991,500000,78,4,82,8.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Freddy's Dead: The Final Nightmare,1991,10000000,89,4,39,4.7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,25000000,88,2,45,6,3.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
City Slickers,1991,27000000,114,3,70,5.5,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Naked Lunch,1991,16000000,115,4,67,6.7,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Father of the Bride,1991,20000000,105,2,51,6.3,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Delicatessen,1991,4000000,99,4,66,7.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Fisher King,1991,24000000,138,4,67,7.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Barton Fink,1991,9000000,117,4,69,7.7,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Prince of Tides,1991,30000000,132,4,65,6.7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Night on Earth,1991,3500000,128,4,68,7.2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The People Under the Stairs,1991,6000000,103,4,57,6.5,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Frankie and Johnny,1991,29000000,118,4,66,6.1,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Hudson Hawk,1991,65000000,100,4,17,6.2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
What About Bob?,1991,35000000,100,2,60,6.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Until the End of the World,1991,23000000,158,4,63,7.2,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Little Man Tate,1991,10000000,99,2,71,6.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Commitments,1991,12000000,118,4,73,7.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Rocketeer,1991,42000000,108,2,58,6.6,5.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Bugsy,1991,30000000,136,4,80,6.9,6.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bill & Ted's Bogus Journey,1991,20000000,93,2,61,5.3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Regarding Henry,1991,25000000,108,3,47,6.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Nothing but Trouble,1991,40000000,94,3,13,5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rush,1991,17000000,120,4,66,6.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Jungle Fever,1991,14000000,132,4,78,7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
One False Move,1991,2500000,105,4,87,6.8,5.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Cool as Ice,1991,6000000,91,2,24,3.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Mortal Thoughts,1991,8000000,104,4,65,6.1,6.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slacker,1991,23000,97,4,69,7.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kafka,1991,11000000,98,3,46,6.8,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Indian Runner,1991,7000000,127,4,56,7.2,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mississippi Masala,1991,8000000,118,4,78,6.7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Johnny Suede,1991,500000,97,4,53,6.6,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Aladdin,1992,28000000,95,1,86,7.4,5.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Unforgiven,1992,14400000,130,4,85,7.2,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bram Stoker's Dracula,1992,40000000,128,4,57,6.8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Reservoir Dogs,1992,1200000,99,4,81,8.1,5.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last of the Mohicans,1992,40000000,112,4,76,6.9,6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Home Alone 2: Lost in New York,1992,18000000,120,2,46,6.7,5.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Lethal Weapon 3,1992,35000000,118,4,40,7.1,6.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Scent of a Woman,1992,31000000,156,4,57,6.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Few Good Men,1992,40000000,138,4,62,7.3,9.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Malcolm X,1992,34000000,202,3,73,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Death Becomes Her,1992,55000000,104,3,56,7.2,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Twin Peaks: Fire Walk with Me,1992,10000000,135,4,45,7.4,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Batman Returns,1992,80000000,126,3,68,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Basic Instinct,1992,49000000,128,4,43,7.1,5.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
My Cousin Vinny,1992,11000000,120,4,68,6.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A League of Their Own,1992,40000000,128,2,69,7.2,8.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
FernGully: The Last Rainforest,1992,24000000,76,1,67,6.5,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Candyman,1992,6000000,100,4,61,6.7,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alien³,1992,50000000,114,4,59,7.6,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Army of Darkness,1992,11000000,81,4,59,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Muppet Christmas Carol,1992,12000000,89,1,64,6.6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Under Siege,1992,35000000,102,4,58,7,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glengarry Glen Ross,1992,12500000,100,4,84,5.7,6.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Player,1992,8000000,124,4,86,6.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Sister Act,1992,31000000,100,2,51,6.7,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
The Crying Game,1992,3705538,112,4,90,6.9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Damage,1992,11000000,111,4,71,7.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Patriot Games,1992,45000000,117,4,64,6.6,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Bodyguard,1992,25000000,130,4,39,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
A River Runs Through It,1992,12000000,123,2,68,7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Single White Female,1992,16000000,107,4,63,6.4,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bitter Moon,1992,5000000,139,4,62,7.1,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Final Analysis,1992,32000000,124,4,40,5.9,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Like Water for Chocolate,1992,2000000,105,4,86,6.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Wayne's World,1992,20000000,95,3,57,7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Newsies,1992,15000000,121,2,46,6.5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Hellraiser III: Hell on Earth,1992,5000000,93,4,50,5.8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Braindead,1992,3000000,103,4,54,7.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Encino Man,1992,7000000,88,2,25,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chaplin,1992,31000000,143,3,47,7.6,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Howards End,1992,8000000,142,2,88,7.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Power of One,1992,18000000,127,3,40,7.2,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Boomerang,1992,40000000,117,4,45,6.5,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
American Me,1992,16000000,125,4,66,7.1,4.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Hand That Rocks the Cradle,1992,11700000,110,4,64,7.1,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Orlando,1992,4000000,90,3,75,7.1,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hoffa,1992,35000000,140,4,50,6.7,5.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Strictly Ballroom,1992,3000000,94,2,72,7.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Light Sleeper,1992,5000000,103,4,70,6.6,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Guncrazy,1992,800000,97,4,69,4.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Where the Day Takes You,1992,3000000,104,4,64,6.5,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bob Roberts,1992,3900000,102,4,70,7.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Nightmare Before Christmas,1993,18000000,76,2,82,7.5,4.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Mrs. Doubtfire,1993,25000000,125,3,54,6.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Addams Family Values,1993,47000000,94,3,61,6.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A Bronx Tale,1993,22000000,121,4,80,7.2,8.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Demolition Man,1993,57000000,115,4,34,6.7,6.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Schindler's List,1993,22000000,195,4,95,7.5,9.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Indecent Proposal,1993,38000000,117,4,35,6.7,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Groundhog Day,1993,14600000,101,2,72,6.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Hocus Pocus,1993,28000000,96,2,43,6.5,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
The Fugitive,1993,44000000,131,3,87,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Philadelphia,1993,26000000,126,3,66,7.3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sliver,1993,40000000,107,4,38,6.6,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Remains of the Day,1993,11500000,134,2,86,7.2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Carlito's Way,1993,30000000,144,4,66,6.7,7.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jurassic Park,1993,63000000,127,3,68,7.5,6.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bound by Honor,1993,35000000,180,4,47,7.5,5.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
True Romance,1993,12500000,118,4,59,6.9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Sister Act 2: Back in the Habit,1993,38000000,107,2,38,5.7,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Sleepless in Seattle,1993,21000000,105,2,72,6.1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dennis the Menace,1993,35000000,94,2,49,5.7,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Cool Runnings,1993,14000000,98,2,60,6.5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Last Action Hero,1993,85000000,131,3,44,6.8,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
The Firm,1993,42000000,154,4,58,6.8,7.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
What's Eating Gilbert Grape,1993,11000000,118,3,73,6.7,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Falling Down,1993,25000000,113,4,56,6.6,5.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Piano,1993,7000000,120,4,89,6.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Alive,1993,32000000,127,4,56,6.6,6.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Good Son,1993,17000000,87,4,45,6.5,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cliffhanger,1993,70000000,112,4,59,5.8,5.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Menace II Society,1993,3500000,97,4,76,7,4.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dragon: The Bruce Lee Story,1993,14000000,119,3,69,6,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Sandlot,1993,7000000,101,2,55,7.8,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
The Pelican Brief,1993,45000000,141,3,51,7.2,6.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Age of Innocence,1993,34000000,139,2,90,7.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Rudy,1993,12000000,114,2,71,7.4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
In the Line of Fire,1993,40000000,128,4,74,7.1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Farewell My Concubine,1993,4000000,171,4,83,8.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Dazed and Confused,1993,6900000,102,4,82,7.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
In the Name of the Father,1993,13000000,133,4,84,7.1,6.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A Perfect World,1993,30000000,138,3,71,7.2,6.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Leprechaun,1993,1000000,91,4,17,4.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Free Willy,1993,20000000,112,2,79,5.4,4.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Secret Garden,1993,18000000,102,1,74,7,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
The Three Musketeers,1993,30000000,105,2,43,6.5,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Much Ado About Nothing,1993,11000000,111,3,80,6.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Dave,1993,28000000,110,3,76,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Poetic Justice,1993,14000000,109,4,51,6.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Crush,1993,6000000,89,4,34,5.8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Body of Evidence,1993,30000000,101,4,29,5.2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rising Sun,1993,40000000,125,4,56,7.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Geronimo: An American Legend,1993,35000000,115,3,58,6.3,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
El Mariachi,1993,7225,81,4,73,5.8,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Arizona Dream,1993,19000000,142,4,62,7.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Return of the Living Dead III,1993,2000000,97,4,47,5.9,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kalifornia,1993,9000000,118,4,49,6.6,8.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Grumpy Old Men,1993,35100000,103,3,53,6.5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Searching for Bobby Fischer,1993,12000000,110,2,89,6.7,5.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Killing Zoe,1993,1500000,96,4,49,6.5,4.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Joy Luck Club,1993,11000000,139,4,84,6.6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Look Who's Talking Now!,1993,22000000,96,3,26,4.4,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
What's Love Got to Do with It,1993,15000000,118,4,76,6.5,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Short Cuts,1993,12000000,188,4,81,6.8,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Rookie of the Year,1993,31000000,103,2,53,6.1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Freaked,1993,13000000,80,3,58,6.4,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Made in America,1993,22000000,111,3,49,6.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Dark Half,1993,15000000,122,4,53,6,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M. Butterfly,1993,17000000,101,4,43,6.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Weekend at Bernie's II,1993,7000000,97,2,16,4.8,3.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Life with Mikey,1993,2000000,91,2,50,5.7,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ruby in Paradise,1993,800000,114,4,77,6.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Lion King,1994,45000000,89,1,88,7.3,5.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Léon: The Professional,1994,16000000,111,4,64,7,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Mask,1994,23000000,101,3,59,6.1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
The Crow,1994,23000000,102,4,72,6.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Shawshank Redemption,1994,25000000,142,4,82,8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chungking Express,1994,160000,103,3,78,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Forrest Gump,1994,55000000,142,3,82,7.2,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Interview with the Vampire,1994,60000000,123,4,62,6.9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Stargate,1994,55000000,121,3,42,6.4,4.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Pulp Fiction,1994,8000000,154,4,95,8.1,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ace Ventura: Pet Detective,1994,15000000,86,3,37,6.5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dumb and Dumber,1994,16000000,107,3,41,7.8,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Legends of the Fall,1994,30000000,133,4,45,7.2,9.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Speed,1994,30000000,116,4,78,5.7,7.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wyatt Earp,1994,63000000,191,3,47,7,7.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
True Lies,1994,115000000,140,4,63,7.9,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The Client,1994,45000000,119,3,65,6.6,6.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
