title,release_year,budget,runtime,mpaa_rating_numeric,metascore,director_score,cast_score,genre_war,genre_western,genre_sci-fi,genre_biography,genre_musical,genre_thriller,genre_mystery,genre_news,genre_sport,genre_animation,genre_adventure,genre_family,genre_crime,genre_music,genre_romance,genre_history,genre_fantasy,genre_drama,genre_horror,genre_action,genre_comedy,genre_documentary
The Queen,2006,15000000,103,3,90,7,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brick,2006,475000,110,4,72,7.3,5.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ultraviolet,2006,30000000,87,3,18,4.4,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zoom,2006,75600000,88,2,26,5.3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Beerfest,2006,17500000,110,4,46,5.8,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hatchet,2006,1500000,84,4,57,6,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
A Good Year,2006,35000000,117,3,47,7.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Shaggy Dog,2006,50000000,98,2,43,4.6,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
All the King's Men,2006,55000000,125,3,37,6.7,9.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
World Trade Center,2006,65000000,129,3,66,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Unaccompanied Minors,2006,26000000,90,2,43,6.6,3.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Fido,2006,8000000,92,4,70,6.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Miss Potter,2006,30000000,92,2,57,7,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Turistas,2006,10000000,93,4,36,5.7,4.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Black Snake Moan,2006,15000000,116,4,52,7.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Lady in the Water,2006,70000000,110,3,36,6.2,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Half Nelson,2006,700000,107,4,85,7.1,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"You, Me and Dupree",2006,54000000,108,3,46,7.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Day Watch,2006,4200000,145,4,59,6.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Take the Lead,2006,30000000,108,3,55,6.6,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Find Me Guilty,2006,13000000,125,4,65,7.1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Goya's Ghosts,2006,50000000,114,4,52,7.6,8.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tekkonkinkreet,2006,4200000,103,4,65,7.5,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Friends with Money,2006,6500000,88,4,68,6.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Science of Sleep,2006,6000000,106,4,70,6.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
The Hoax,2006,25000000,116,4,70,6.7,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Good German,2006,32000000,108,4,49,6.8,11.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Infamous,2006,13000000,110,4,68,6.2,8.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Clerks II,2006,5000000,97,4,65,6.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hoot,2006,15000000,91,2,46,5.5,5.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Priceless,2006,10000000,104,4,72,7,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Copying Beethoven,2006,11000000,104,3,59,7,8.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Freedomland,2006,37665000,113,4,43,5.5,8.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Catch a Fire,2006,14000000,101,3,62,6.6,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Renaissance,2006,18000000,105,4,57,6.6,6.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Last Kiss,2006,20000000,115,4,57,6.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Running with Scissors,2006,12000000,116,4,52,5.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10 Items or Less,2006,400,81,4,54,6.3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
A Prairie Home Companion,2006,10000000,105,3,75,6.8,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Exiled,2006,4800000,108,4,73,7.2,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Doogal,2006,20000000,77,1,23,2.8,3.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
How to Eat Fried Worms,2006,26000000,98,2,56,5.5,3.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Days of Glory,2006,14500000,128,4,82,7,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Special,2006,1000000,81,4,57,6.8,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sherrybaby,2006,2000000,96,4,66,6.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
For Your Consideration,2006,12000000,86,3,68,7,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The History Boys,2006,4000000,109,4,74,6.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Beer League,2006,2800000,86,4,40,5.9,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Oh in Ohio,2006,5000000,88,4,48,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Conversations with Other Women,2006,450000,84,4,62,6.9,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
X-Men: The Last Stand,2006,210000000,104,3,58,6.9,6.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Death of a President,2006,2000000,97,4,49,6.3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Zodiac,2007,65000000,157,4,79,7.6,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Puffy Chair,2006,15000,85,4,73,6.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Shrek the Third,2007,160000000,93,2,58,6.4,6.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Spider-Man 3,2007,258000000,139,3,59,7,5.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Meet the Robinsons,2007,150000000,95,1,61,7,4.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
No Country for Old Men,2007,25000000,122,4,92,7.1,9.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ratatouille,2007,150000000,111,1,96,7.6,5.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Order of the Phoenix,2007,150000000,138,3,71,7.3,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Pirates of the Caribbean: At World's End,2007,300000000,169,3,50,6.9,9.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Superbad,2007,20000000,113,4,76,7.1,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Am Legend,2007,150000000,101,3,65,6.9,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
300,2007,65000000,116,4,52,6.8,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Bridge to Terabithia,2007,60000000,96,2,74,7.2,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
The Simpsons Movie,2007,75000000,87,3,80,7.3,4.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Bee Movie,2007,150000000,91,2,54,6.1,5.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Into the Wild,2007,15000000,148,4,73,7.2,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,2007,130000000,92,2,45,5.8,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Paranormal Activity,2007,215000,86,4,68,6.3,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
American Gangster,2007,100000000,157,4,76,7.1,9.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Enchanted,2007,85000000,107,2,75,6,7.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
28 Weeks Later,2007,15000000,100,4,78,6.1,6.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hot Fuzz,2007,12000000,121,4,81,7.4,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The Mist,2007,18000000,126,4,58,8,4.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Norbit,2007,10000000,102,3,27,4.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Bourne Ultimatum,2007,70000000,115,3,85,7.4,9.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
There Will Be Blood,2007,25000000,158,4,93,7.4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alvin and the Chipmunks,2007,60000000,92,2,39,5.4,3.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Beowulf,2007,70000000,115,3,59,7.2,4.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Atonement,2007,30000000,123,4,85,7.1,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
National Treasure: Book of Secrets,2007,130000000,124,2,48,6.5,6.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Freedom Writers,2007,21000000,123,3,64,6.8,4.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Surf's Up,2007,85000000,85,2,64,6.3,4.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Ghost Rider,2007,110000000,114,3,35,5.8,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Timecrimes,2007,2600000,92,4,68,7.1,4.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sunshine,2007,50000000,107,4,64,7.2,7.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Invasion,2007,80000000,99,3,45,6.6,7.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Free or Die Hard,2007,110000000,128,3,69,6.7,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ocean's Thirteen,2007,85000000,122,3,62,6.8,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stardust,2007,70000000,127,3,66,7.3,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1408,2007,25000000,112,3,64,6.4,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Golden Compass,2007,180000000,113,3,51,6.3,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Hairspray,2007,75000000,117,2,81,6,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Good Luck Chuck,2007,25000000,101,4,19,5.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Sweeney Todd: The Demon Barber of Fleet Street,2007,50000000,116,4,83,6.9,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Assassination of Jesse James by the Coward Robert Ford,2007,30000000,159,4,68,6.8,9.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Orphanage,2007,3400000,105,4,74,7.2,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Bucket List,2007,45000000,97,3,42,7.3,7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Fracture,2007,10000000,113,4,68,7.2,12.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Elite Squad,2007,4000000,115,4,33,7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Juno,2007,7500000,96,3,81,7,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Awake,2007,86000000,84,4,33,6.5,4.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Saw IV,2007,10000000,93,4,36,6.3,3.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Evan Almighty,2007,175000000,96,2,37,6.5,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Transformers,2007,150000000,144,3,61,6.4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Disturbia,2007,20000000,105,3,62,6.3,5.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Knocked Up,2007,30000000,129,4,85,6.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Next,2007,70000000,96,3,42,6.6,8.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Darjeeling Limited,2007,16000000,92,4,67,7.4,6.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
August Rush,2007,25000000,114,2,38,7.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Epic Movie,2007,20000000,85,3,17,2.2,2.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Mongol: The Rise of Genghis Khan,2007,18000000,125,4,74,6.4,4.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern Promises,2007,51500000,101,4,83,6.7,8.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Gone Baby Gone,2007,19000000,113,4,72,7.6,9.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Death at a Funeral,2007,9000000,91,4,67,6.9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Becoming Jane,2007,16500000,120,2,55,7,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
P.S. I Love You,2007,30000000,126,3,39,6.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Great Debaters,2007,15000000,126,3,65,7.3,6.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Halloween,2007,15000000,110,4,47,5.6,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Before the Devil Knows You're Dead,2007,18000000,117,4,86,7.1,7.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Kite Runner,2007,20000000,128,3,61,7.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vacancy,2007,19000000,85,4,54,6.8,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hot Rod,2007,25000000,88,3,43,6.8,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Brave One,2007,70000000,122,4,56,6.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Charlie Wilson's War,2007,75000000,102,4,67,6.8,10.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3:10 to Yuma,2007,55000000,122,4,76,7.3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Elizabeth: The Golden Age,2007,55000000,114,3,45,7.1,10.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Lars and the Real Girl,2007,12000000,106,3,70,7.1,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Wild Hogs,2007,60000000,100,3,27,5.4,5.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Michael Clayton,2007,25000000,119,4,82,6.6,10.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Flash Point,2007,8000000,88,4,38,7.3,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Persepolis,2007,7300000,95,3,90,8,5.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Postal,2007,15000000,100,4,22,3.4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
We Own the Night,2007,21000000,118,4,59,6.7,8.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
The Nanny Diaries,2007,20000000,106,3,46,6.8,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Trade,2007,12000000,120,4,42,7.3,4.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Blades of Glory,2007,53000000,93,3,64,6.1,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rendition,2007,27500000,120,4,55,6.8,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Warlords,2007,40000000,126,4,70,7,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
The Hitcher,2007,10000000,84,4,28,5.6,3.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I'm Not There,2007,20000000,135,4,73,6.9,12.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Resident Evil: Extinction,2007,45000000,94,4,41,6.2,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Once,2007,160000,85,4,90,7.7,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Walk Hard: The Dewey Cox Story,2007,35000000,96,4,63,6.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Seraphim Falls,2007,18000000,115,4,62,6.6,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Control,2007,5000000,121,4,78,7.2,4.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Georgia Rule,2007,20000000,113,4,25,6.1,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Diary of the Dead,2007,2000000,96,4,66,6,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Messengers,2007,16000000,90,3,34,5.9,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Breach,2007,23000000,110,3,74,6.8,5.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Southland Tales,2007,17000000,144,4,44,6.3,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
In the Name of the King: A Dungeon Siege Tale,2007,60000000,127,3,15,3.4,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Sicko,2007,9000000,123,3,74,7.7,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Why Did I Get Married?,2007,15000000,113,3,54,5.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
The Diving Bell and the Butterfly,2007,14000020,112,3,92,7.4,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captivity,2007,17000000,85,4,24,6.6,3.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A Mighty Heart,2007,16000000,108,4,74,6.4,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Dragon Wars: D-War,2007,32000000,90,3,33,3.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Bug,2007,4000000,98,4,62,6.6,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
La Vie en Rose,2007,25000000,140,3,66,7.5,5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Across the Universe,2007,45000000,133,3,56,6.6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
The Lookout,2007,16000000,99,4,73,6.9,6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
In the Valley of Elah,2007,23000000,124,4,65,7.1,7.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Things We Lost in the Fire,2007,16000000,113,4,63,7.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Son of Rambow,2007,4913400,96,3,66,7,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Daddy Day Camp,2007,6000000,89,2,13,3.2,2.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
My Brother Is an Only Child,2007,5000000,108,4,71,7,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Earth,2007,15000000,90,1,72,7.9,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Waitress,2007,1500000,105,3,75,7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
I Know Who Killed Me,2007,12000000,105,4,16,3.6,3.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Battle for Terra,2007,4000000,85,2,54,6.5,4.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Stuck,2007,5000000,85,4,61,6.4,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Paranoid Park,2007,3000000,85,4,84,6.7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Silk,2007,20000000,107,4,39,6.7,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Battle in Seattle,2007,8000000,99,4,54,6.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Spiral,2007,1500000,90,3,40,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sukiyaki Western Django,2007,3800000,121,4,55,6.8,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Who's Your Caddy?,2007,7000000,93,3,18,2.3,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Margot at the Wedding,2007,10000000,91,4,66,6.6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Saawariya,2007,12500000,142,2,44,5.2,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Redacted,2007,5000000,90,4,52,6.7,3.6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pride,2007,20000000,104,2,55,6.3,4.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Death Defying Acts,2007,20000000,97,2,48,6.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
12,2007,4000000,159,3,72,7.5,4.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
You Kill Me,2007,4000000,90,4,64,6.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Fay Grim,2007,2000000,118,4,52,6.9,5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Youth Without Youth,2007,1000000,124,4,43,6.8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Away from Her,2007,3000000,110,3,88,7.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gracie,2007,9000000,97,3,52,6.8,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
